timestamp,value,label
1411517,42634,normal
1411662,41018,normal
1411808,39497,normal
1411954,38105,normal
1412099,41994,normal
1412245,41642,normal
1412391,39609,normal
1412538,39225,normal
1412684,39593,normal
1412830,35544,normal
1412975,41722,normal
1413121,39689,normal
1413320,39993,normal
1413467,31463,blink
1413613,42746,normal
1413760,40601,normal
1413907,39977,normal
1414053,26726,blink
1414200,42058,normal
1414347,40377,normal
1414495,39865,normal
1414642,25302,blink
1414790,44826,normal
1414937,41306,normal
1415084,36424,normal
1415284,46171,normal
1415432,43034,normal
1415580,40633,normal
1415728,41834,normal
1415877,44538,normal
1416026,40393,normal
1416174,39465,normal
1416322,39049,normal
1416470,38761,normal
1416619,39305,normal
1416767,39465,normal
1416916,41658,normal
1417063,41690,normal
1417264,28390,blink
1417414,44026,normal
1417562,41850,normal
1417710,40665,normal
1417860,41178,normal
1418008,39961,normal
1418157,39433,normal
1418305,38921,normal
1418455,27446,blink
1418603,46059,normal
1418752,40873,normal
1418901,39241,normal
1419051,37641,normal
1419252,43434,normal
1419401,42698,normal
1419550,40345,normal
1419699,27494,blink
1419849,46027,normal
1420000,42554,normal
1420149,38953,normal
1420299,19828,blink
1420449,41994,normal
1420600,45755,normal
1420749,42650,normal
1420900,39673,normal
1421049,38601,normal
1421251,42266,normal
1421434,44714,normal
1421569,40169,normal
1421704,39929,normal
1421840,38681,normal
1421976,21637,blink
1422111,46571,normal
1422246,45067,normal
1422382,41210,normal
1422518,38921,normal
1422654,38393,normal
1422789,39097,normal
1422925,39609,normal
1423114,39193,normal
1423250,38409,normal
1423387,39113,normal
1423523,39929,normal
1423659,38345,normal
1423796,39049,normal
1423932,41002,normal
1424068,38313,normal
1424204,39737,normal
1424341,38953,normal
1424478,38985,normal
1424615,38601,normal
1424752,38953,normal
1424940,39561,normal
1425076,38697,normal
1425213,39097,normal
1425350,39337,normal
1425488,39065,normal
1425626,38969,normal
1425764,38729,normal
1425902,39241,normal
1426040,39273,normal
1426177,39449,normal
1426314,39449,normal
1426452,39065,normal
1426590,39273,normal
1426780,41242,normal
1426919,44282,normal
1427056,41530,normal
1427195,40169,normal
1427334,23509,blink
1427473,45371,normal
1427611,42858,normal
1427749,40009,normal
1427888,38905,normal
1428027,39481,normal
1428165,39577,normal
1428304,38345,normal
1428443,44202,normal
1428635,40970,normal
1428774,39945,normal
1428914,39817,normal
1429054,36168,normal
1429195,43066,normal
1429335,43546,normal
1429475,40489,normal
1429614,39801,normal
1429754,39977,normal
1429894,39417,normal
1430035,39001,normal
1430176,26470,blink
1430317,43274,normal
1430510,41002,normal
1430650,40377,normal
1430789,39321,normal
1430930,31719,blink
1431071,43594,normal
1431212,43018,normal
1431352,40873,normal
1431492,39529,normal
1431634,37529,normal
1431775,42074,normal
1431917,42970,normal
1432058,40153,normal
1432199,40025,normal
1432392,39257,normal
1432534,39465,normal
1432675,34984,normal
1432816,43258,normal
1432957,42570,normal
1433099,40393,normal
1433240,39497,normal
1433381,37321,normal
1433522,42250,normal
1433663,44266,normal
1433804,41210,normal
1433946,40313,normal
1434088,39305,normal
1434283,24630,blink
1434424,44650,normal
1434566,42138,normal
1434707,40153,normal
1434849,39433,normal
1434991,39001,normal
1435134,24582,blink
1435276,43626,normal
1435419,41194,normal
1435562,40825,normal
1435706,39161,normal
1435849,39257,normal
1435993,22133,blink
1436189,45131,normal
1436332,41402,normal
1436475,39401,normal
1436618,39193,normal
1436762,39193,normal
1436905,21509,blink
1437048,45083,normal
1437192,42682,normal
1437335,39993,normal
1437480,40217,normal
1437623,39385,normal
1437767,41530,normal
1437910,39465,normal
1438106,39289,normal
1438250,38697,normal
1438394,40569,normal
1438538,41098,normal
1438682,39177,normal
1438827,38761,normal
1438972,38153,normal
1439116,39497,normal
1439262,39065,normal
1439407,39161,normal
1439553,39817,normal
1439698,39641,normal
1439844,39129,normal
1440041,39529,normal
1440186,39033,normal
1440332,30647,blink
1440478,43450,normal
1440623,41034,normal
1440769,40505,normal
1440915,39385,normal
1441061,39705,normal
1441207,27558,blink
1441352,43130,normal
1441498,40761,normal
1441643,39913,normal
1441789,39769,normal
1441987,39257,normal
1442133,26310,blink
1442279,44586,normal
1442425,42810,normal
1442578,40089,normal
1442726,40473,normal
1442872,39705,normal
1443020,38553,normal
1443168,39209,normal
1443316,36168,normal
1443464,42666,normal
1443612,43498,normal
1443759,40841,normal
1443959,39497,normal
1444107,38761,normal
1444255,39081,normal
1444403,39913,normal
1444553,39625,normal
1444702,39849,normal
1444849,39433,normal
1444997,39593,normal
1445145,39209,normal
1445293,39145,normal
1445441,39497,normal
1445590,39401,normal
1445738,39801,normal
1445939,40649,normal
1446087,38793,normal
1446237,40665,normal
1446387,39673,normal
1446536,39289,normal
1446684,39369,normal
1446834,40217,normal
1446983,40057,normal
1447132,40009,normal
1447280,39305,normal
1447431,39593,normal
1447580,38809,normal
1447729,38953,normal
1447930,39033,normal
1448080,39993,normal
1448230,39481,normal
1448380,38377,normal
1448530,38649,normal
1448680,39065,normal
1448830,39161,normal
1448980,39209,normal
1449129,39113,normal
1449279,39001,normal
1449432,39705,normal
1449583,39305,normal
1449733,40537,normal
1449935,39145,normal
1450085,32151,normal
1450270,43946,normal
1450405,41226,normal
1450540,22965,blink
1450676,45931,normal
1450813,45115,normal
1450949,23573,normal
1451085,46507,normal
1451221,45467,normal
1451356,41402,normal
1451491,39833,normal
1451627,21317,blink
1451815,47227,normal
1451951,42858,normal
1452086,40970,normal
1452223,39609,normal
1452359,21509,blink
1452496,46043,normal
1452632,44282,normal
1452768,40729,normal
1452904,40601,normal
1453041,39881,normal
1453178,23653,blink
1453315,46235,normal
1453451,43194,normal
1453640,40697,normal
1453776,39513,normal
1453913,39513,normal
1454050,39305,normal
1454187,23685,blink
1454325,47483,normal
1454462,44730,normal
1454600,41818,normal
1454738,39833,normal
1454875,39801,normal
1455014,38889,normal
1455151,28518,blink
1455289,45307,normal
1455479,41450,normal
1455616,40777,normal
1455755,39305,normal
1455894,39641,normal
1456032,21221,blink
1456173,43994,normal
1456311,45018,normal
1456448,41162,normal
1456587,39145,normal
1456725,32423,normal
1456863,46475,normal
1457001,42250,normal
1457141,39977,normal
1457333,39961,normal
1457472,33544,normal
1457611,45387,normal
1457750,41258,normal
1457890,40041,normal
1458029,39833,normal
1458169,38761,normal
1458309,36552,normal
1458449,45595,normal
1458589,41738,normal
1458729,39369,normal
1458868,39721,normal
1459008,39353,normal
1459201,39961,normal
1459341,39897,normal
1459482,39369,normal
1459623,39177,normal
1459764,39401,normal
1459904,39129,normal
1460044,38889,normal
1460184,23429,blink
1460325,43066,normal
1460465,45275,normal
1460606,41514,normal
1460748,40073,normal
1460888,36921,normal
1461081,45339,normal
1461222,42906,normal
1461363,40457,normal
1461505,40153,normal
1461647,40249,normal
1461788,29991,blink
1461929,44890,normal
1462071,41242,normal
1462212,40201,normal
1462355,24165,blink
1462497,46075,normal
1462640,44474,normal
1462782,40681,normal
1462976,40249,normal
1463118,34680,normal
1463261,45675,normal
1463402,41818,normal
1463544,40393,normal
1463686,19924,blink
1463828,44858,normal
1463971,45419,normal
1464115,40970,normal
1464258,40105,normal
1464402,21653,blink
1464545,47691,normal
1464689,41546,normal
1464885,29943,normal
1465030,42442,normal
1465174,45067,normal
1465318,41706,normal
1465461,21141,blink
1465604,44474,normal
1465748,44410,normal
1465891,40345,normal
1466034,24437,blink
1466178,49292,normal
1466322,45099,normal
1466466,40217,normal
1466609,39081,normal
1466806,39417,normal
1466951,39097,normal
1467096,39065,normal
1467240,39577,normal
1467385,39417,normal
1467530,39257,normal
1467674,39497,normal
1467819,39257,normal
1467965,39769,normal
1468109,39209,normal
1468255,39433,normal
1468401,38873,normal
1468547,39129,normal
1468744,31207,blink
1468889,46443,normal
1469034,42938,normal
1469179,40121,normal
1469325,22341,blink
1469470,47867,normal
1469616,43450,normal
1469762,40361,normal
1469908,39833,normal
1470054,39481,normal
1470200,40057,normal
1470346,39673,normal
1470492,39353,normal
1470690,39689,normal
1470836,39273,normal
1470982,39689,normal
1471128,39977,normal
1471275,39993,normal
1471422,39561,normal
1471569,39513,normal
1471717,39721,normal
1471863,39689,normal
1472010,38873,normal
1472157,39657,normal
1472304,39721,normal
1472450,39401,normal
1472650,39641,normal
1472797,29671,blink
1472944,45275,normal
1473092,43306,normal
1473239,40409,normal
1473387,23381,blink
1473534,45227,normal
1473683,43018,normal
1473830,40153,normal
1473978,22101,blink
1474126,45211,normal
1474274,41946,normal
1474423,40233,normal
1474624,37449,normal
1474772,44810,normal
1474920,40905,normal
1475068,39401,normal
1475217,32663,normal
1475365,44602,normal
1475514,40841,normal
1475662,39321,normal
1475811,22661,blink
1475960,45499,normal
1476109,41962,normal
1476258,40345,normal
1476407,39225,normal
1476608,30455,blink
1476758,44554,normal
1476907,40441,normal
1477057,40265,normal
1477206,24229,blink
1477357,45467,normal
1477513,42250,normal
1477663,40633,normal
1477812,39129,normal
1477963,40970,normal
1478112,44938,normal
1478262,40137,normal
1478412,39641,normal
1478614,23365,blink
1478764,42954,normal
1478949,44394,normal
1479084,40233,normal
1479219,39753,normal
1479354,38729,normal
1479489,24341,blink
1479625,45483,normal
1479760,42826,normal
1479895,40777,normal
1480031,39401,normal
1480166,39977,normal
1480301,39401,normal
1480489,27574,blink
1480625,41642,normal
1480761,45275,normal
1480897,41466,normal
1481033,40073,normal
1481169,38585,normal
1481305,39017,normal
1481441,39689,normal
1481578,40761,normal
1481714,39753,normal
1481850,39145,normal
1481986,39001,normal
1482123,39561,normal
1482313,38921,normal
1482450,39129,normal
1482587,38969,normal
1482724,40505,normal
1482862,39753,normal
1482999,39753,normal
1483137,39289,normal
1483275,39465,normal
1483412,26102,blink
1483549,44474,normal
1483686,42282,normal
1483823,40553,normal
1483960,40777,normal
1484149,39753,normal
1484288,39465,normal
1484425,27110,blink
1484564,44762,normal
1484701,42650,normal
1484839,40633,normal
1484977,40761,normal
1485116,39417,normal
1485255,39017,normal
1485393,39625,normal
1485535,40121,normal
1485674,40153,normal
1485812,25526,blink
1486004,44730,normal
1486143,42058,normal
1486283,40825,normal
1486423,40041,normal
1486562,39161,normal
1486701,26678,blink
1486840,44122,normal
1486979,43562,normal
1487118,39833,normal
1487257,39209,normal
1487397,39513,normal
1487536,39161,normal
1487676,38729,normal
1487867,39897,normal
1488008,44522,normal
1488149,41098,normal
1488289,28246,blink
1488429,45947,normal
1488570,41930,normal
1488710,27110,normal
1488850,46699,normal
1488990,42634,normal
1489130,24646,blink
1489270,45547,normal
1489411,43098,normal
1489552,39833,normal
1489748,44154,normal
1489888,43674,normal
1490029,39513,normal
1490170,29719,blink
1490312,44234,normal
1490454,40201,normal
1490595,25430,normal
1490738,39673,normal
1490880,45563,normal
1491021,41178,normal
1491163,40265,normal
1491305,40329,normal
1491447,38553,normal
1491641,38393,normal
1491784,39561,normal
1491927,39177,normal
1492069,39193,normal
1492211,29287,blink
1492354,41738,normal
1492496,43642,normal
1492639,35592,normal
1492781,32583,normal
1492923,47179,normal
1493066,45915,normal
1493208,41818,normal
1493351,29255,blink
1493546,45403,normal
1493690,40777,normal
1493834,27158,normal
1493977,45867,normal
1494120,41402,normal
1494263,39225,normal
1494407,39353,normal
1494550,34040,normal
1494693,45787,normal
1494838,41274,normal
1494982,38857,normal
1495127,28550,blink
1495271,46123,normal
1495468,42250,normal
1495612,40345,normal
1495757,26134,blink
1495902,46475,normal
1496046,43114,normal
1496191,37529,normal
1496336,44154,normal
1496480,42698,normal
1496625,40025,normal
1496769,39945,normal
1496915,39657,normal
1497060,38857,normal
1497206,38649,normal
1497402,39417,normal
1497547,39417,normal
1497692,26022,blink
1497837,43770,normal
1497983,41610,normal
1498129,40713,normal
1498274,38521,normal
1498420,37705,normal
1498565,44394,normal
1498712,40729,normal
1498857,39785,normal
1499004,28374,blink
1499150,44218,normal
1499347,40617,normal
1499492,39785,normal
1499639,40201,normal
1499785,39673,normal
1499932,39081,normal
1500078,41978,normal
1500225,40425,normal
1500372,37689,normal
1500519,38729,normal
1500668,39001,normal
1500815,39449,normal
1500963,39097,normal
1501109,38713,normal
1501308,39705,normal
1501455,39417,normal
1501602,39481,normal
1501750,38761,normal
1501897,43258,normal
1502045,40361,normal
1502193,38393,normal
1502341,40489,normal
1502490,43994,normal
1502638,40809,normal
1502787,39225,normal
1502935,41322,normal
1503085,43210,normal
1503285,41482,normal
1503434,23317,blink
1503582,44058,normal
1503731,41258,normal
1503880,33368,normal
1504029,44234,normal
1504177,41146,normal
1504326,36184,normal
1504475,44874,normal
1504625,40777,normal
1504773,40986,normal
1504922,44042,normal
1505072,40393,normal
1505274,44458,normal
1505423,43194,normal
1505572,40265,normal
1505722,29991,blink
1505871,45707,normal
1506020,42394,normal
1506170,27430,normal
1506320,44698,normal
1506471,43082,normal
1506621,40569,normal
1506771,27766,blink
1506921,44298,normal
1507072,43130,normal
1507274,40169,normal
1507424,23797,blink
1507574,44218,normal
1507759,40889,normal
1507894,39865,normal
1508030,26950,blink
1508166,43722,normal
1508301,42186,normal
1508436,40601,normal
1508572,39993,normal
1508707,40025,normal
1508842,36856,normal
1508978,38985,normal
1509164,39945,normal
1509299,38345,normal
1509434,39081,normal
1509571,39401,normal
1509708,39769,normal
1509844,39817,normal
1509981,39065,normal
1510118,39225,normal
1510254,39209,normal
1510391,39161,normal
1510527,38505,normal
1510663,38361,normal
1510800,37785,normal
1510988,38313,normal
1511125,39561,normal
1511261,40137,normal
1511398,39833,normal
1511535,39641,normal
1511673,39337,normal
1511810,40665,normal
1511947,23013,blink
1512084,43802,normal
1512221,43770,normal
1512359,42010,normal
1512497,24453,blink
1512635,45451,normal
1512825,42330,normal
1512969,39737,normal
1513107,34440,normal
1513245,45867,normal
1513384,40986,normal
1513522,27558,blink
1513661,44506,normal
1513799,42826,normal
1513939,39977,normal
1514077,38505,normal
1514216,43226,normal
1514355,42794,normal
1514494,40921,normal
1514685,34056,normal
1514824,44922,normal
1514963,41434,normal
1515103,39193,normal
1515242,33544,normal
1515381,44362,normal
1515521,40345,normal
1515661,39369,normal
1515801,37865,normal
1515941,37881,normal
1516080,38297,normal
1516221,37305,normal
1516361,37577,normal
1516553,37641,normal
1516692,37929,normal
1516833,38377,normal
1516972,38617,normal
1517114,37449,normal
1517255,37913,normal
1517396,37865,normal
1517537,37801,normal
1517677,38041,normal
1517817,37865,normal
1517958,37913,normal
1518099,37945,normal
1518240,38425,normal
1518433,22597,blink
1518573,42490,normal
1518716,40970,normal
1518857,38425,normal
1519000,31943,blink
1519142,43850,normal
1519283,39977,normal
1519425,23989,normal
1519567,45211,normal
1519709,39705,normal
1519850,37625,normal
1519992,36680,normal
1520134,43498,normal
1520327,38793,normal
1520469,30727,blink
1520610,45915,normal
1520752,40297,normal
1520893,38329,normal
1521035,27190,blink
1521177,45275,normal
1521320,40313,normal
1521462,26966,normal
1521604,44586,normal
1521747,43210,normal
1521891,38889,normal
1522033,33192,normal
1522228,43370,normal
1522370,38441,normal
1522513,40697,normal
1522657,40970,normal
1522801,38201,normal
1522945,29879,blink
1523089,44282,normal
1523232,38905,normal
1523376,23957,normal
1523519,41162,normal
1523663,38985,normal
1523807,29191,blink
1523951,40265,normal
1524147,38777,normal
1524291,25222,normal
1524435,43930,normal
1524580,40313,normal
1524724,37257,normal
1524868,41722,normal
1525012,40073,normal
1525156,39161,normal
1525300,24101,blink
1525445,43482,normal
1525589,40057,normal
1525735,38793,normal
1525880,38665,normal
1526078,40537,normal
1526222,38793,normal
1526368,23237,blink
1526513,42490,normal
1526657,40585,normal
1526803,24902,normal
1526949,40505,normal
1527094,44234,normal
1527240,29991,blink
1527387,41498,normal
1527534,44922,normal
1527680,23237,normal
1527825,44650,normal
1528024,24421,blink
1528171,43706,normal
1528317,39769,normal
1528463,45323,normal
1528609,35704,normal
1528755,44986,normal
1528901,41962,normal
1529048,38729,normal
1529194,38377,normal
1529341,35368,normal
1529487,42922,normal
1529634,42122,normal
1529781,38889,normal
1529980,37993,normal
1530128,38137,normal
1530277,38313,normal
1530424,28807,blink
1530572,44458,normal
1530720,39481,normal
1530869,38745,normal
1531017,37033,normal
1531166,22533,blink
1531313,43674,normal
1531462,42442,normal
1531611,38889,normal
1531760,23461,blink
1531960,44954,normal
1532108,39305,normal
1532257,38809,normal
1532405,38345,normal
1532554,37481,normal
1532703,42474,normal
1532852,39337,normal
1533001,38489,normal
1533150,22853,blink
1533300,44570,normal
1533450,42714,normal
1533599,39753,normal
1533748,27158,blink
1533949,44826,normal
1534099,42650,normal
1534248,38937,normal
1534397,32567,normal
1534548,33080,normal
1534698,46779,normal
1534847,42138,normal
1534997,39593,normal
1535147,30247,blink
1535298,43834,normal
1535448,38985,normal
1535598,23861,normal
1535749,44346,normal
1535951,40921,normal
1536101,38297,normal
1536252,37609,normal
1536402,37465,normal
1536589,37977,normal
1536725,37401,normal
1536861,38409,normal
1536997,37609,normal
1537132,37865,normal
1537267,30487,blink
1537402,38697,normal
1537538,43386,normal
1537675,38537,normal
1537862,32808,normal
1537998,45579,normal
1538134,42186,normal
1538269,37801,normal
1538405,31911,blink
1538541,44442,normal
1538678,42458,normal
1538815,22997,normal
1538951,35160,normal
1539087,45371,normal
1539223,42746,normal
1539359,22053,blink
1539495,45050,normal
1539684,40297,normal
1539821,22773,normal
1539959,44778,normal
1540096,42522,normal
1540234,40473,normal
1540370,29799,blink
1540507,43066,normal
